0 0
1 0
2 0
3 4
4 9
5 0
6 0
7 2
8 4
9 2
10 5
11 6
12 8
13 8
14 0
15 0
16 0
17 1
18 0
19 3
20 4
21 6
22 8
23 8
24 4
25 0
26 1
27 0
28 1
29 2
30 5
31 7
32 8
33 8
34 1
35 2
36 0
37 0
38 1
39 2
40 4
41 6
42 8
43 8
44 5
45 0
46 1
47 0
48 0
49 1
50 3
51 7
52 9
53 9
54 4
55 0
56 0
57 2
58 0
59 1
60 4
61 6
62 8
63 8
64 6
65 0
66 2
67 2
68 0
69 2
70 3
71 5
72 7
73 8
74 5
75 0
76 2
77 0
78 0
79 1
80 3
81 5
82 7
83 8
84 5
85 0
86 0
87 2
88 2
89 1
90 3
91 5
92 7
93 8
94 5
95 0
96 0
97 1
98 1
99 1
