0 171.072
0 380
0 206.136
0 161.896
0 246.912
0 344
0 21.472
0 267.104
0 440
0 266.24
27 328.608
40 9.24
24 420.32
30 327.68
43 107.712
48 40.128
33 278.528
15 227.632
4 187.88
18 285.824
33 616
50 600
29 335.872
38 69.888
40 339.968
28 466.8
8 319.488
16 356.352
5 600
45 75.184
30 307.2
23 696
28 286.72
33 299.008
51 112.064
24 294.912
27 327.68
13 444.8
18 456.96
22 327.68
5 126
0 19.6
0 83.952
0 290.304
0 504
0 329.16
0 366.976
0 504
0 496
0 18.48
0 295.472
0 408
0 472
0 74.36
0 8.96
0 351.12
0 108.768
0 2.744
0 417.56
0 286
17 315.392
37 596.448
49 11.84
62 292.616
28 315.368
18 303.104
44 445.248
25 311.296
20 32.144
55 249.856
40 286.72
44 299.008
29 307.2
39 584
46 307.712
19 53.04
32 368.64
20 323.584
52 552
57 26.52
43 513.856
30 536
49 80.064
38 188.336
31 193.952
45 311.296
54 278.528
41 364.16
49 28.576
38 294.912
15 130.072
2 28.032
0 104.52
0 416
0 141
0 410.52
0 214.776
0 432
0 232.128
