0 0
1 0.00302633
2 0
3 0.00216166
4 0.00752767
5 0.0222778
6 0
7 0
8 0
9 0
10 0.00999451
11 0.0415802
12 0.0549062
13 0.0977071
14 0.102361
15 0.112813
16 0.0777181
17 0.127055
18 0.0826518
19 0.102336
20 0.0837453
21 0.0948842
22 0.088501
23 0.0752258
24 0.1032
25 0.0534312
26 0.0778707
27 0.0672404
28 0.11467
29 0.0689697
30 0.102463
31 0.0620015
32 0.0658417
33 0.077184
34 0.0767008
35 0.0815837
36 0.108668
37 0.093689
38 0.0912476
39 0.0893402
40 0.0905101
41 0.00892639
42 0
43 0.0115204
44 0
45 0.00493368
46 0.0192006
47 0.00912984
48 0.00317891
49 0
50 0.0216675
51 0.00905355
52 0.00429789
53 0.00274658
54 0.00226339
55 0.000127157
56 0.0105031
57 0.0264231
58 0
59 0
60 0.00890096
61 0.0424703
62 0.0523376
63 0.10615
64 0.100683
65 0.0614421
66 0.0774384
67 0.113602
68 0.124842
69 0.0670369
70 0.100911
71 0.0756836
72 0.0967916
73 0.0832113
74 0.0725555
75 0.104802
76 0.0547536
77 0.0897471
78 0.0782522
79 0.0915527
80 0.0782776
81 0.0576528
82 0.0403341
83 0.0879415
84 0.103302
85 0.0963593
86 0.0735982
87 0.0568899
88 0.0915527
89 0.0785065
90 0.0902049
91 0
92 0.00582377
93 0.00190735
94 0
95 0.00132243
96 0.0050354
97 0.00912984
98 0.0144958
99 0.014445
